"","(Intercept)","student_id"
"1",0.15341679773916,"1"
"2",-0.0475834454428142,"2"
"3",0.307927909338088,"3"
"4",0.247388099527062,"4"
"5",0.0381366327289543,"5"
"6",0.099078774706833,"6"
"7",0.485275833994989,"7"
"8",0.20653304163182,"8"
"9",0.423559724039157,"9"
"10",0.305721067574967,"10"
"11",-0.0344668321833883,"11"
"12",-0.257087910150107,"12"
"13",0.158907837685845,"13"
"14",0.153950776333378,"14"
"15",0.335761142729758,"15"
"16",0.123806643201349,"16"
"17",-0.0255761117180548,"17"
"18",-0.0417262092905152,"18"
"19",-0.0110783807432832,"19"
"20",0.336367014138684,"20"
"21",-0.1702931881962,"21"
"22",0.682808932246137,"22"
"23",0.459938718832058,"23"
"24",-0.195562007151243,"24"
"25",-0.122723701326826,"25"
"26",0.278973193298098,"26"
"27",-0.000324165670953522,"27"
"28",0.404454024234698,"28"
"29",0.478553408742643,"29"
"30",0.252053079456042,"30"
"31",0.0403033592758926,"31"
"32",-0.175694782052108,"32"
"33",-0.229779769532221,"33"
"34",-0.0793927669078706,"34"
"35",-0.487600927396389,"35"
"36",0.313764033546127,"36"
"37",0.331889390241624,"37"
"38",0.30555085142429,"38"
"39",0.249337125506962,"39"
"40",0.0115613858972709,"40"
"41",0.170367052836655,"41"
"42",-0.451438826421098,"42"
"43",-0.129641473824897,"43"
"44",-0.0158834410310905,"44"
"45",-0.106716361303361,"45"
"46",-0.0324165565686314,"46"
"47",0.499711974009182,"47"
"48",0.2304106090043,"48"
"49",0.290528615460974,"49"
"50",-0.131348764467899,"50"
"51",0.156353205635538,"51"
"52",0.210589951403712,"52"
"53",0.413504368414465,"53"
"54",-0.211273090471231,"54"
"55",0.294909529459663,"55"
"56",-0.425255251660774,"56"
"57",-0.44393073333261,"57"
"58",0.0957806690959312,"58"
"59",-0.250821956206494,"59"
"60",0.0437008336052471,"60"
"61",0.298828896963433,"61"
"62",0.360349606707613,"62"
"63",0.0800585543375284,"63"
"64",0.229034444722711,"64"
"65",0.338455036745856,"65"
"66",0.077234554733867,"66"
