1,-0.95681089,0.84799315
0,-0.9565082,1.0018054
0,-0.95618378,1.1122182
0,-0.95583208,-0.77003771
0,-0.95559755,-1.6133126
1,-0.9555545,-0.81751818
0,-0.95434759,-1.1909107
1,-0.95421171,0.6867008
0,-0.9539838,0.84826408
0,-0.95290036,1.0564007
1,-0.95227334,0.00043228017
0,-0.95125592,1.3902293
0,-0.9510726,-1.3304802
0,-0.95099841,-1.3010607
0,-0.95050656,0.53251465
1,-0.94996621,0.14350042
0,-0.94863734,1.0026627
0,-0.94820586,-0.98240014
1,-0.94660246,0.44471603
0,-0.94602431,1.0165137
1,-0.94575105,-0.197026
0,-0.94466931,-1.4344144
1,-0.94451334,-0.63878768
0,-0.94438314,1.0176148
0,-0.94333074,-1.2588345
0,-0.94183022,-1.1518264
0,-0.9411911,0.9759726
1,-0.93736369,-0.085986781
0,-0.93556225,-1.5002126
0,-0.93550123,1.8103887
0,-0.93547836,1.0169459
1,-0.93500849,0.32101617
0,-0.93439691,-1.5806113
0,-0.93230612,-1.1481898
0,-0.93165219,-1.0223901
0,-0.93006091,0.75801739
1,-0.9300464,-0.50239079
0,-0.92981851,-0.89490418
0,-0.92907415,-1.386801
0,-0.92762992,1.5491136
1,-0.92722977,-0.59540697
1,-0.92717462,-0.40566629
0,-0.92613411,0.91568986
0,-0.92557182,0.69424661
0,-0.92416033,1.4535432
1,-0.92388683,-0.10220599
0,-0.92218222,0.53338808
1,-0.92100659,0.89383377
0,-0.92095387,-1.1881685
1,-0.91829173,-0.57786213
0,-0.91802533,1.1332032
0,-0.91778294,1.4395057
0,-0.91656194,-0.86272722
0,-0.91655996,-1.0823317
1,-0.91620028,0.3971291
1,-0.91419199,0.31667187
1,-0.91413855,0.42461675
0,-0.9141092,1.0666884
1,-0.91410774,-0.52242892
0,-0.91388657,-0.91942389
0,-0.91179525,1.3404471
1,-0.91150841,-0.48357527
0,-0.91065237,-0.9078247
1,-0.90999586,-0.60712613
0,-0.90781915,1.2626798
1,-0.90700635,0.41616018
0,-0.90442162,0.95288994
1,-0.90355235,-0.20256554
1,-0.90328478,0.10095032
1,-0.90283773,-0.082219783
0,-0.90269273,-0.98773387
1,-0.90228645,-0.35998776
0,-0.90081205,-1.1296418
0,-0.90078084,-1.5592803
0,-0.90052554,-1.6830757
0,-0.89983407,1.4902353
0,-0.89954895,0.85829959
0,-0.89924829,-1.377159
1,-0.89913634,0.062110521
0,-0.89897687,-1.2472802
0,-0.89720121,-1.0427007
0,-0.89707693,-0.97166782
1,-0.89599199,0.20724536
1,-0.8949546,-1.0666916
0,-0.89282582,-1.2651087
0,-0.89237943,1.0160845
0,-0.89226362,1.2486659
1,-0.8907865,-0.6167869
0,-0.89078357,0.99994873
0,-0.89068748,0.59340456
0,-0.88983152,-1.1684054
1,-0.88974468,-1.1793726
1,-0.8892943,-0.41712927
0,-0.88895733,-0.88411975
0,-0.88838279,-1.5856016
0,-0.88563718,-1.2681405
0,-0.88535614,1.0539477
1,-0.88228813,-0.60771651
0,-0.8822469,1.2884513
0,-0.88219103,-0.72618258
1,-0.88207208,-0.5819774
0,-0.8812422,-1.5902828
1,-0.88028053,0.40666957
0,-0.87961711,-1.2727577
1,-0.87890795,0.49919853
0,-0.8786579,-0.97537826
0,-0.87845394,-1.4583494
0,-0.87830659,0.65853511
0,-0.87818824,-1.161375
1,-0.87695016,0.26338972
1,-0.8767768,-0.40148172
0,-0.87657605,-1.0813918
